UGL,Union Glacier Blue-Ice Runway,AQ
REX,Gen Lucio Blanco International Airport,MX
REY,Reyes,BO
REH,Rehoboth Beach,US
RIC,Richmond International Airport (Byrd Field),US
RID,Richmond Municipalcipal Airport,US
RIE,Rice Lake,US
RIF,Reynolds,US
RIG,Rio Grande,BR
RIH,Scarlett Martínez International Airport,PA
RIJ,Rioja,PE
RIK,Carrillo,CR
RIL,Garfield County,US
RIM,Rodriguez De Mendoza,PE
RIS,Rishiri Airport,JP
RIT,Rio Tigre,PA
RIV,March ARB,US
RIW,Riverton Airport,US
RIX,Riga International Airport,LV
RIY,Riyan Mukalla,YE
RJB,Rajbiraj,NP
RLR,Relais de la Reine,MG
RMB,Buraimi,OM
RMD,Ramagundam,IN
RME,Griffiss AFB,US
RMF,Marsa Alam International Airport,EG
RMG,Richard B Russell,US
RML,Ratmalana,LK
RMK,Renmark,AU
RMS,Ramstein,DE
RMU,Corvera International,ES
RMY,Mariposa-Yosemite,US
RNI,Corn Island,NI
RNC,Warren County,US
RNZ,Rensselaer,US
RNH,New Richmond Municipal Airport,US
RNJ,Yoron Airport,JP
RNL,Rennell,SB
RNM,Qarn Alam,OM
ROA,Roanoke-Blacksburg Regional Airport,US
ROD,Robertson,ZA
ROG,Rogers,US
ROL,Roosevelt,US
RON,Rondon,CO
ROO,Rondonopolis Airport,BR
RPX,Roundup,US
RRL,Merrill Municipal Airport,US
ROS,Fisherton Airport,AR
ROT,Rotorua International Airport,NZ
RRV,Robinson River,AU
RSA,Santa Rosa Airport,AR
RSN,Ruston,US
ROX,Roseau Municipal Airport,US
ROY,Rio Mayo,AR
RST,Rochester International Airport,US
RSW,Southwest Florida International Airport,US
RSX,Rouses Point,US
RTA,Rotuma Island,FJ
RTB,Roatan Airport,HN
RTD,Rotunda,US
RTI,Roti,ID
RTL,Spirit Lake,US
RTM,Rotterdam The Hague Airport,NL
RTN,Crews Field,US
RTS,Rottnest Island,AU
RTY,Merty,AU
RUA,Arua,UG
RTC,Ratnagiri,IN
RUE,Butembo,CD
RUG,Rugao,CN
RUK,Rukumkot,NP
RWF,Redwood Falls Municipal,US
RWI,Rocky Mount-wilson,US
RWL,Rawlins,US
RWN,Rovno,UA
RWS,Sumare,BR
RXS,Roxas City Airport,PH
RXE,Madison County,US
RYK,Rahim Yar Khan Airport,PK
RYB,Rybinsk,RU
RYG,Moss Airport,NO
RYN,Medis,FR
RYL,Royal Airport,ZM
RYO,Rio Turbio,AR
RZA,Santa Cruz,AR
SAK,Saudarkrokur,IS
RZN,Ryazan,RU
RZP,CLR Airport,PH
RZZ,Halifax County,US
SBF,Sardeh Band,AF
SBG,Maimun Saleh,ID
SBH,St. Barthelemy Airport,GP
SBI,Sambailo,GN
SBJ,Sao Mateus,BR
SBM,Memorial,US
SBN,South Bend Regional,US
SBO,Salina,US
SBP,San Luis County Regional Airport,US
SBS,Steamboat Springs,US
SBU,Springbok,ZA
SBV,Sabah,PG
SBW,Sibu Airport,MY
SBY,Wicomico Regional Airport,US
SBZ,Sibiu Airport,RO
SCA,Santa Catalina,CO
SCB,State,US
SCD,Sulaco,HN
SBD,Norton AFB,US
SDB,Langebaanweg,ZA
SDC,Sandcreek,GY
SDD,Lubango Airport,AO
SDE,Santiago Del Estero Airport,AR
SDG,Sanandaj Airport,IR
SDH,Santa Rosa Copan,HN
SDJ,Sendai Airport,JP
SDF,Louisville International Airport,US
SDX,Sedona,US
SDN,Sandane Airport,NO
SDP,Sand Point Municipal Airport,US
SEB,Sebha,LY
SDS,Sado Shima,JP
SDT,Saidu Sharif,PK
SEH,Senggeh,ID
SFD,Las Flecheras,VE
SFE,San Fernando,PH
SFH,San Felipe,MX
SFJ,Kangerlussuaq Airport,GL
SFK,Soure,BR
SFM,Sanford,US
SFN,Santa Fe Airport,AR
SFO,San Francisco International Airport,US
SFP,Surfers Paradise,AU
SFQ,Sanliurfa,TR
SFR,San Fernando,US
SFS,Subic Bay International,PH
SFT,Skelleftea Airport,SE
SFV,Santa Fe Do Sul,BR
SFW,Santa Fe,PA
SFX,San Felix,VE
SFL,Sao Filipe,CV
SHY,Shinyanga,TZ
SII,Sidi Ifni,MA
SHC,Indaselassie,ET
SHD,Shenandoah Valley Airport,US
SHE,Shenyang Taoxian International Airport,CN
SIJ,Siglufjordur,IS
SIP,Simferopol International Airport,KX
SHL,Shillong Airport,IN
SIX,Singleton,AU
SHP,Qinhuangdao,CN
SHQ,Southport,AU
SHR,Sheridan,US
SJA,San Juan,PE
SJC,Norman Y. Mineta San Jose International Airport,US
SJE,San Jose Del Gua,CO
SJF,St John Island,VI
SJG,San Pedro Jagua,CO
SJI,San Jose,PH
SJJ,Sarajevo International Airport,BA
SJK,Sao Jose Dos Campos,BR
SJL,Da Cachoeira,BR
SJM,San Juan,DO
SJO,Juan Santamaria International Airport,CR
SJD,Los Cabos International Airport,MX
SJR,San Juan D Ur,CO
SJS,San Jose,BO
SJT,San Angelo Regional Airport,US
SKY,Griffing Sandusky,US
SKZ,Sukkur Airport,PK
SLB,Storm Lake Municipal Airport,US
SLC,Salt Lake City International Airport,US
SLD,Sliac,SK
SLE,Mcnary Field,US
SLI,Solwezi,ZM
SLJ,Stellar Air Park,AU
SLK,Adirondack Airport,US
SLM,Matacan Airport,ES
SLN,Salina Regional Airport,US
SLA,Martin Miguel de Guemes International Airport,AR
SLG,Smith Field,US
SLS,Silistra,BG
SLT,Salida,US
SLR,Sulphur Springs,US
SMU,Sheep Mountain,US
SMV,Samedan,CH
SMW,Smara,MA
SMX,Santa Maria Public Airport,US
SMY,Simenti,SN
SNA,John Wayne Airport,US
SNC,General Ulpiano Paez Airport,EC
SND,Seno,LA
SNE,Preguica,CV
SNF,San Felipe,VE
SNG,San Ignacio De Velasco,BO
SNI,R.E. Murray,LR
SNJ,San Julian,CU
SNK,Winston Field,US
SNN,Shannon Airport,IE
SOQ,Sorong Airport,ID
SOR,Al Thaurah,SY
SOT,Sodankyla,FI
SOU,Southampton Airport,GB
SOV,Seldovia,US
SOW,Show Low Airport,US
SOX,Alberto Lleras Camargo,CO
SOZ,Solenzara,FR
SPA,Spartanburg Downtown Memorial,US
SPC,La Palma Airport,ES
SPE,Sepulot,MY
SPF,Black Hills,US
SQH,Na-San,VN
SPI,Capital Airport,US
SQR,Inco Soroako Waws,ID
SQZ,Scampton RAF Station,GB
SQS,Matthew Spain,BZ
SQX,Sao Miguel do Oeste,BR
SRO,Santana Ramos,CO
SQU,Saposoa,PE
SRA,Santa Rosa,BR
SRB,Santa Rosa,BO
SRD,San Ramon,BO
SRE,Juana Azurduy de Padilla International Airport,BO
SSQ,La Sarre,CA
SST,Santa Teresita,AR
SSU,Greenbrier,US
SSV,Siasi,PH
SSX,Samsun Samair Airport,TR
SSY,M'banza Congo,AO
SSZ,Santos,BR
STA,Stauning Vestjyllands Airport,DK
STB,L Delicias,VE
STC,Saint Cloud Regional,US
STD,Mayo Guerrero,VE
STE,Stevens Point,US
STG,St. George Island Airport,US
STI,Cibao International Airport,DO
STJ,Rosecrans Memorial,US
STK,Crosson Field,US
SUK,Sakkyryr Airport,RU
SUT,Sumbawanga,TZ
SUM,Sumter Municipal Airport,US
SUU,Travis AFB,US
SUO,Sun River,US
SUP,Trunojoyo,ID
SUQ,Sucua,EC
SUS,Spirit of St. Louis Airport,US
SVK,Silver Creek,BZ
SWC,Stawell,AU
SWF,Stewart International Airport,US
SVD,Argyle International Airport,VC
SVE,Susanville,US
SVF,Save,BJ
SWL,Spanish Wells,BS
SWM,Suia-Missu,BR
SWN,Sahiwal,PK
SWO,Searcy Field,US
SWS,Swansea Airport,GB
SWQ,Sultan Muhammad Kaharuddin III Airport,ID
SWV,Severo-Evensk Airport,RU
SWX,Shakawe,BW
SWT,Strezhevoy Airport,RU
SWU,Suwon,KR
SWY,Sitiawan,MY
SWW,Sweetwater,US
SXI,Sirri Island,IR
SXM,Princess Juliana International Airport,SX
SXA,Sialum,PG
SYV,Sylvester,US
SYW,Sehwen Sharif,PK
SYY,Stornoway Airport,GB
SYZ,Shiraz International Airport,IR
SZA,Soyo Airport,AO
SZB,Sultan Abdul Aziz Shah Airport,MY
SZE,Semera Airport,ET
SZH,Senipah,ID
SYO,Shonai Airport,JP
SZI,Zaisan,KZ
SZJ,Siguanea,CU
SZL,Whiteman AFB,US
SZM,Sesriem,NA
SYP,Santiago,PA
SZP,Oxnard,US
SZQ,Saenz Pena,AR
SZR,Stara Zagora,BG
SZS,Stewart Island,NZ
SZT,San Cristobal Airport,MX
SZU,Segou,ML
SZV,Suzhou,CN
SZW,Parchim Airport,DE
SYQ,Tobias Bolaños International,CR
SZY,Olsztyn-Mazury Airport,PL
SYR,Hancock International Airport,US
TAA,Tarapaina,SB
SYS,Yeosu,KR
TAC,D. Z. Romualdez Airport,PH
TAD,Las Animas,US
SYT,Charolais Bourgogne S.,FR
TAF,Tafaraoui,DZ
TAG,Bohol-Panglao,PH
TAI,Al Janad,YE
TAN,Tangalooma,AU
TAP,Tapachula International Airport,MX
TAR,M. A. Grottag,IT
TAT,Poprad/Tatry Airport,SK
TAU,Tauramena,CO
TAV,Tau Island Airport,AS
TAW,Tacuarembo,UY
TAX,Taliabu,ID
TAZ,Dashoguz,TM
TBB,Tuy Hoa Airport,VN
TBC,Tuba City,US
TBE,Timbunke,PG
TBH,Romblon,PH
TBI,New Bright,BS
TBJ,Tabarka,TN
TBM,Tumbang Samba,ID
TBN,Forney AAF,US
TBO,Tabora Airport,TZ
TBP,Capitan FAP Pedro Canga Rodriguez Airport,PE
TAQ,Tarcoola,AU
TAS,Yuzhny Airport,UZ
TBT,Tabatinga International Airport,BR
TAY,Tartu Airport,EE
TBV,Tabal,MH
TBW,Tambov Donskoye Airport,RU
TBX,Tambelan Airport,ID
TBY,Tsabong,BW
TBD,Timbiqui,CO
TCB,Treasure Cay Airport,BS
TCC,Tucumcari,US
TCE,Tulcea,RO
TCF,Tocoa,HN
TCD,Tarapaca,CO
TCH,Tchibanga,GA
TCI,Terney Airport,RU
TCK,Tinboli Airport,PG
TCL,Van De Graaf,US
TCM,McChord AFB,US
TTC,Taltal,CL
TCO,La Florida Airport,CO
TCQ,Tacna Airport,PE
TCR,Tuticorin Airport,IN
TCS,Truth or Consequences,US
TCU,Thaba Nchu,ZA
TCW,Tocumwal,AU
TCX,Tabas,IR
TCZ,Tengchong Tuofeng Airport,CN
TDA,Trinidad,CO
TDD,Teniente Jorge Henrich Arauz Airport,BO
TDG,Tandag,PH
TCY,Terrace Bay,NA
TDL,Tandil,AR
TDO,Winlock,US
TDP,Trompeteros,PE
TDK,Taldy-Kurgan,KZ
TEE,Cheikh Larbi Tebessi Airport,DZ
TDW,Tradewind,US
TDZ,Toledo,US
TEG,Tenkodogo,BF
TEL,Telupid,MY
TEO,Terapo,PG
TEQ,Corlu,TR
TET,Matundo Airport,MZ
TEU,Manapouri,NZ
TEV,Teruel Airport,ES
TEY,Thingeyri,IS
TEZ,Tezpur Airport,IN
TFL,Teofilo Otoni,BR
TFN,Tenerife North Airport,ES
TFR,Ramadan,EG
TFS,Tenerife South Airport,ES
TFT,Taftan,PK
TFY,Muhammad Taufiq Kiemas Airport,ID
TGA,Tengah Air Base,SG
TGB,Tagbita,PH
TGC,Tanjung Manis Airport,MY
TGD,Podgorica Airport,ME
TGE,Sharpe Field,US
TGG,Sultan Mahmud Airport,MY
TFF,Tefe Airport,BR
TGK,Taganrog,RU
TGL,Tagula,PG
TGM,Transilvania,RO
TGN,La Trobe Regional,AU
TFU,Chengdu Tianfu International Airport,CN
TGI,Tingo Maria,PE
TGR,Touggourt Airport,DZ
TGS,Chokwe,MZ
THC,Tchien,LR
THH,Taharoa,NZ
TGV,Targovishte,BG
TGZ,Angel Albino Corzo International Airport,MX
THB,Thaba-Tseka,LS
THD,Bai Thuong Airport,VN
THM,Thompsonfield,US
THN,Trollhattan Airport,SE
THP,Hot Springs,US
THT,Tamchakett,MR
THI,Tichitt,MR
THK,Thakhek,LA
THV,York Airport,US
THX,Turukhansk Airport,RU
THY,Thohoyandou,ZA
THZ,Tahoua,NE
TIA,Tirana International Airport,AL
TIB,Tibu,CO
TIC,Tinak Island,MH
TID,Bouchekif Abde Al-hafidh Boussof,DZ
TIE,Tippi,ET
TIF,Taif Airport,SA
TII,Tirinkot,AF
TIJ,Tijuana Airport,MX
TIK,Tinker AFB,US
TIL,Inverlake,CA
TIN,Tindouf Airport,DZ
TIO,Tilin,MM
TIZ,Tari Airport,PG
TJA,Capitan Oriel Lea Plaza Airport,BO
TKC,Tiko,CM
TIW,Industrial,US
TJB,Tanjung Balai,ID
TJC,Ticantiki,PA
TJG,Tanjung Warukin,ID
TJI,Capiro,HN
TJL,Três Lagoas Airport,BR
TJQ,Bulutumbang Airport,ID
TJU,Kulyab Airport,TJ
TJV,Thanjavur,IN
TKE,Tenakee SPB,US
TKW,Tekin,PG
TKH,Nakhon Sawan,TH
TLD,Limpopo Valley,BW
TKN,Tokunoshima,JP
TLL,Tallinn Airport,EE
TLS,Toulouse-Blagnac Airport,FR
TKT,Tak,TH
TKZ,Tokoroa,NZ
TLB,Tarbela,PK
TLC,Toluca International Airport,MX
TLE,Tulear,MG
TLF,Telida,US
TLG,Tulagi Island,SB
TLI,Tolitoli,ID
TLR,Mefford Field,US
TLU,Tolu,CO
TLX,Talca,CL
TKG,Radin Inten II Airport,ID
TLZ,Catalao,BR
TKK,Chuuk International Airport,FM
TKO,Tlokoeng,LS
TMC,Tambolaka Airport,ID
TKQ,Kigoma Airport,TZ
TME,Gabriel Vargas Santos Airport,CO
TKR,Thakurgaon,BD
TKS,Tokushima Awaodori Airport,JP
TKU,Turku Airport,FI
TKX,Takaroa,PF
TLH,Tallahassee International Airport,US
TLK,Talakan,RU
TLM,Zenata Airport,DZ
TLQ,Turpan Jiaohe Airport,CN
TLV,Ben Gurion International Airport,IL
TLY,Plastun Airport,RU
TMF,Thimarafushi Airport,MV
TMG,Tomanggong,MY
TMH,Tanahmerah,ID
TMJ,Termez Airport,UZ
TMK,Tamky,VN
TML,Tamale Airport,GH
TMM,Tamatave,MG
TMN,Tamana Island,KI
TMO,Tumeremo,VE
TMP,Tampere-Pirkkala Airport,FI
TMQ,Tambao,BF
TMR,Aguenar - Hadj Bey Akhamok Airport,DZ
TMS,Sao Tome Island Airport,ST
TMT,Trombetas,BR
TMU,Tambor Airport,CR
TMX,Timimoun Airport,DZ
TNP,Twentynine Palms,US
TMY,Tiom,ID
TMZ,Thames,NZ
TNX,Stung Treng,KH
TNB,Tanah Grogot,ID
TND,Trinidad,CU
TNE,Tanegashima,JP
TOA,Torrance Airport,US
TOE,Tozeur Airport,TN
TNH,Tonghua Sanyuanpu Airport,CN
TNJ,Kidjang Airport,ID
TNL,Ternopol,UA
TNM,Teniente R. Marsh Martin,AQ
TNR,Antananarivo Airport,MG
TNT,Dade Collier,US
TNU,Newton Municipal Airport,US
TNV,Tabuaeran,KI
TOC,Toccoa RG Letourneau Field,US
TOD,Tioman,MY
TOF,Tomsk Airport,RU
TOI,Troy Municipal Airport,US
TOJ,Torrejon AFB,ES
TOR,Torrington Municipal Airport,US
TOM,Tombouctou,ML
TOO,San Vito,CR
TOP,Philip Billard,US
TOT,Coronie,SR
TOZ,Touba,CI
TPF,Peter O'Knight,US
TOW,Toledo,BR
TOX,Tobolsk,RU
TPO,Tanalian Point,US
TPX,Tupai,PF
TPC,Tarapoa,EC
TRA,Tarama,JP
TPG,Taiping,MY
TPK,Tapaktuan,ID
TPL,Draughon-miller Central Texas Regional,US
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,PE
TPQ,Tepic Airport,MX
TPT,Tapeta,LR
TPU,Tikapur,NP
TQD,Al Taqaddum AB,IQ
TOL,Toledo Express Airport,US
TOQ,Barriles,CL
TOS,Tromso/Langnes Airport,NO
TOU,Touho,NC
TQR,San Domino Island,IT
TQS,Tres Esquinas,CO
TRB,Gonzalo,CO
TOY,Toyama Airport,JP
TPA,Tampa International Airport,US
TPE,Taiwan Taoyuan International Airport,TW
TPN,Tiputini,EC
TPS,Trapani-Birgi Airport,IT
TRE,Tiree Airport,GB
TRF,Torp Sandefjord Airport,NO
TRG,Tauranga City Airport,NZ
TRH,Trona,US
TRY,Tororo,UG
TSM,Taos,US
TRK,Juwata International Airport,ID
TRL,Terrell Field,US
TRM,Thermal,US
TRQ,Tarauaca,BR
TRT,Tremonton,US
TRU,Trujillo Airport,PE
TRW,Bonriki Airport,KI
TRX,Memorial,US
TSH,Tshikapa,CD
TSK,Taskul,PG
TSL,Tamuin,MX
TSO,Tresco,GB
TSP,Kern County,US
TSQ,Torres,BR
TSS,East 34th St Heliport,US
TSU,Tabiteuea South,KI
TSY,Tasikmalaya,ID
TSZ,Tsetserleg,MN
TTA,Tan Tan Airport,MA
TXU,Tabou,CI
TTD,Troutdale,US
TTG,Tartagal,AR
TTH,Thumrait,OM
TTI,Tetiaroa Island,PF
TTQ,Tortuquero,CR
TTW,Tissa Tank,LK
TTJ,Tottori Airport,JP
TUB,Tubuai,PF
TUC,Benj Matienzo,AR
TUE,Tupile,PA
TUF,Val de Loire Airport,FR
TUH,Arnold AFS,US
TUJ,Tum,ET
TUQ,Tougan,BF
TUR,Tucurui,BR
TTM,Tablon De Tamara,CO
TUU,Tabuk Regional Airport,SA
TUV,Tucupita,VE
TUW,Tubala,PA
TUX,Tumbler Ridge,CA
TUZ,Tucuma,BR
TVU,Matei Airport,FJ
TTN,Trenton-Mercer Airport,US
TTO,Britton Municipal Airport,US
TTE,Babullah Airport,ID
TUK,Turbat Airport,PK
TUM,Tumut,AU
TUY,Tulum,MX
TVY,Dawe Airport,MM
TWB,Toowoomba,AU
TWD,Port Townsend,US
TWC,Tumxuk Tangwangcheng Airport,CN
TWF,Magic Valley Regional Airport,US
TWT,Tawitawi,PH
TWU,Tawau Airport,MY
TWH,Two Harbors,US
TWZ,Pukaki/Twizel,NZ
TXF,Teixeira de Freitas Airport,BR
TXG,Taichung,TW
TXK,Texarkana Municipal Airport,US
TXE,Rembele Airport,ID
TYA,Tula,RU
TXL,Tegel Airport,DE
TYE,Tyonek,US
TXM,Teminabuan,ID
TYL,Captain FAP Victor Montes Arias Airport,PE
TXN,Huangshan Tunxi International Airport,CN
TYT,Treinta-y-Tres,UY
TZA,Municipal,BZ
TZL,Tuzla International Airport,BA
UAB,Adana-Incirlik Airbase,TR
UAK,Narsarsuaq Airport,GL
UAL,Luau,AO
TWN,Tewantin,AU
TYD,Tynda Airport,RU
TYM,Staniel Cay,BS
TYZ,Taylor,US
TZM,Tizimin,MX
UAE,Mount Aue,PG
UAM,Andersen AFB,GU
UAQ,San Juan Airport,AR
UAX,Uaxactun,GT
UAS,Samburu,KE
UBA,Uberaba Airport,BR
UBJ,Yamaguchi Ube Airport,JP
UBN,New Ulaanbaatar International Airport,MN
UBP,Ubon Ratchathani International Airport,TH
UBT,Ubatuba,BR
UBS,Lowndes County,US
UCT,Ukhta Airport,RU
UCA,Oneida County,US
UCC,Yucca Flat,US
UCK,Lutsk,UA
UCN,Buchanan,LR
UCY,Everett-Stewart,US
UDA,Undarra,AU
UDE,Volkel,NL
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,BR
UDN,Airfield,IT
UDO,Udomxay,LA
UEE,Queenstown,AU
UEL,Quelimane Airport,MZ
UEO,Kume-jima Airport,JP
UER,Puertollano,ES
UGA,Bulgan,MN
UDD,Bermuda Dunes,US
UDJ,Uzhgorod,UA
UGN,Memorial,US
UGO,Uige,AO
UEN,Urengoy,RU
UGT,Umnugobitour,MN
UIH,Phu Cat Airport,VN
UBI,Buin,PG
UCB,Ulanqab Jining Airport,MN
UCE,Eunice,US
UHE,Kunovice,CZ
UIL,Quillayute State,US
UIN,Quincy Municipal Airport,US
UIO,Mariscal Sucre International Airport,EC
UIP,Pluguffan Airport,FR
UII,Utila,HN
UIT,Jaluit Island,MH
UIZ,Berz-Macomb,US
UJE,Ujae Island,MH
UKA,Ukunda Airport,KE
UKG,Ust-Kuiga,RU
UKR,Mukeiras,YE
UKT,Upper Bucks,US
UIK,Ust-Ilimsk,RU
ULA,San Julian,AR
ULB,Ulei,VU
ULC,Los Cerrillos,CL
ULE,Sule,PG
ULG,Ulgit,MN
ULH,Prince Abdul Majeed bin Abdulaziz Airport,SA
ULL,Mull,GB
UIR,Quirindi,AU
ULO,Ulaangom,MN
UJN,Uljin,KR
ULS,Mulatos,CO
ULY,Ulyanovsk Vostochny Airport,RU
UJU,Uiju Airfield,KP
UKB,Kobe Airport,JP
UMD,Uummannaq,GL
UKH,Mukhaizna,OM
UKN,Waukon Municipal Airport,US
UKY,Kyoto,JP
ULD,Ulundi,ZA
ULU,Gulu,UG
UMI,Quincemil,PE
UMM,Summit,US
UMR,Woomera,AU
UMU,Ernesto Geisel,BR
UMY,Sumy,UA
UNA,Una,BR
UNC,Unguia,CO
UNE,Qachas Nek,LS
UMS,Ust-Maya,RU
UMZ,Mena Intermountain Municipal Airport,US
UNN,Ranong Airport,TH
UNR,Underkhaan,MN
UNS,Umnak,US
UND,Kunduz,AF
UNU,Dodge County,US
UNG,Kiunga,PG
UOL,Buol,ID
UON,Muong Sai,LA
UPA,Punta Alegre,CU
UPL,Upala,CR
UPN,Licenciado y General Ignacio Lopez Rayon Airport,MX
UOX,University-Oxford,US
UPB,Playa Baracoa,CU
URB,Ernesto Pochler,BR
UPP,Upolu Point,US
URG,Ruben Berta Airport,BR
URI,Uribe,CO
URA,Uralsk Airport,KZ
URN,Urgoon,AF
URO,Boos,FR
URZ,Uruzgan,AF
URD,Burg Feuerstein,DE
UOS,Franklin County,US
UPG,Sultan Hasanuddin International Airport,ID
UPV,Upavon,GB
URE,Kuressaare Airport,EE
URR,Urrao,CO
URS,Kursk Vostochny Airport,RU
URU,Uroubi,PG
UUS,Yuzhno-Sakhalinsk Airport,RU
USC,Union County Airport,US
USA,Concord-Padgett Regional Airport,US
USI,Mabaruma,GY
USJ,Usharal,KZ
USK,Usinsk Airport,RU
USL,Useless Loop,AU
UVI,União da Vitória Airport,BR
UYL,Nyala,SD
USM,Koh Samui Airport,TH
UYN,Yulin Yuyang Airport,CN
UUN,Baruun-Urt,MN
USS,Sancti Spiritus,CU
UST,St. Augustine Airport,US
USN,Ulsan Airport,KR
UTA,Mutare,ZW
USQ,Usak,TR
UTC,Soesterberg,NL
USR,Ust-Nera Airport,RU
UTG,Quthing,LS
UWA,Ware,US
UTL,Torremolinos,ES
UTM,Tunica Municipalcipal Airport,US
UTP,Utapao Airport,TH
UTT,Umtata Airport,ZA
UTU,Ustupo,PA
UTW,Queenstown,ZA
UTH,Udon Thani International Airport,TH
UTI,Utti,FI
UTN,Upington Airport,ZA
UTR,Uttaradit,TH
UTK,Utirik Island,MH
UUA,Bugulma Airport,RU
UUD,Ulan-Ude Airport,RU
UZH,Unayzah,SA
VCL,Chu Lai International Airport,VN
UZU,Curuzu Cuatia,AR
VAB,Yavarate,CO
UZR,Urzhar Airport,KZ
VAG,Major-Brigadeiro Trompowsky Airport,BR
VAA,Vaasa Airport,FI
VAL,Valenca,BR
VAP,Valparaiso,CL
VAT,Vatomandry,MG
VAC,Varrelbusch,DE
VAW,Vardoe Airport,NO
VBG,Vandenberg AFB,US
VAF,Chabeuil,FR
VBV,Vanuabalavu,FJ
VCA,Can Tho Airport,VN
VAH,Vallegrande,BO
VCF,Valcheta Airport,AR
VCH,Vichadero,UY
VCR,Carora,VE
VCS,Con Dao,VN
VDI,Vidalia Municipal Airport,US
VDM,Gobernador Edgardo Castello Airport,AR
VDU,Tom O'Connor Oilfield,US
VDZ,Valdez Municipal Airport,US
VEG,Maikwak,GY
VEL,Vernal Regional Airport,US
VER,Veracruz International Airport,MX
VEX,Tioga Municipal Airport,US
VFA,Victoria Falls Airport,ZW
VGG,Vangrieng,LA
VGS,General Villegas,AR
VGT,North Air Terminal,US
VGZ,Villagarzon,CO
VHC,Saurimo,AO
VPE,Ondjiva,AO
VIY,Villa Coublay,FR
VJQ,Gurue,MZ
VKG,Rach Gia Airport,VN
VKS,Vicksburg,US
VLA,Vandalia,US
VIX,Eurico de Aguiar Salles Airport,BR
VLE,J t Robidoux,US
VLG,Villa Gesell,AR
VLM,Villamontes,BO
VLO,Stolport,US
VLV,Carvajal,VE
VME,Villa Mercedes,AR
VMI,INC,PY
VJB,Xai Xai,MZ
VNC,Venice Municipalcipal,US
VNE,Meucon,FR
VNG,Viengxay,LA
VJI,Virginia Highlands,US
VPY,Chimoio Airport,MZ
VQQ,Cecil Field,US
VQS,Antonio Rivera Rodriguez Airport,PR
VRA,Juan Gualberto Gomez Airport,CU
VRE,Vredendal,ZA
VRK,Varkaus,FI
VRL,Vila Real Airport,PT
VRO,Kawama,CU
VRS,Versailles,US
VRU,Vryburg,ZA
VRY,Stolport (Not operational),NO
VSE,Viseu Airport,PT
VSF,State,US
VSG,Lugansk,UA
VSO,Phuoclong,VN
VTA,Victoria,HN
VYS,Illinois Valley Regnl,US
WAC,Waca,ET
WAE,Wadi Ad Dawasir Airport,SA
WAG,Wanganui Airport,NZ
WAF,Wana,PK
WAK,Ankazoabo,MG
WAM,Ambatondrazaka,MG
WAL,Wallops Flight Center,US
WAP,Alto Palena,CL
WAO,Wabo,PG
WAT,Waterford,IE
WAR,Waris,ID
WAU,Wauchope,AU
WAX,Zuwarah,LY
WAW,Frederic Chopin Airport,PL
WAY,Greene County,US
WDS,Shiyan Wudangshan Airport,CN
WDY,Kodiak Fss,US
WEA,Parker County,US
WEL,Welkom,ZA
WEP,Weam,PG
WES,Weasua Airport,LR
WET,Wagethe,ID
WEW,Wee Waa,AU
WEF,Weifang Airport,CN
WFD,Woodford,GB
WFI,Fianarantsoa,MG
WFK,Frenchville,US
WJF,William J Fox,US
WJR,Wajir Airport,KE
WKB,Warracknabeal,AU
WKF,Waterkloof AFB,ZA
WKJ,Hokkaido Airport,JP
WJU,Wonju Airport,KR
WKL,Waikoloa Airport,US
WKA,Wanaka,NZ
WKI,Hwange,ZW
WLC,Walcha,AU
WLD,Arkansas City,US
WLE,Miles Airport,AU
WKN,Wakunai,PG
WLL,Wollogorang,AU
WLM,Waltham,US
WNP,Naga Airport,PH
WNS,Nawabshah,PK
WNU,Wanuma,PG
WNZ,Wenzhou Longwan International Airport,CN
WOD,Wood River,US
WOE,Woensdrecht,NL
WOK,Wonken,VE
WOL,Wollongong,AU
WRA,Warder,ET
WRE,Whangarei Airport,NZ
WRN,Windarling Airport,AU
WOT,Wonan,TW
WSP,Waspam,NI
WSU,Wasu,PG
WSX,Westsound,US
WSY,Whitsunday Airstrip,AU
WSZ,Westport Airport,NZ
WTN,Waddington RAF Station,GB
WSO,Washabo,SR
WTR,White River,US
WTT,Wantoat,PG
WUD,Wudinna,AU
WSR,Wasior,ID
WST,Westerly State,US
WTA,Tambohorano,MG
WVB,Rooikop Airport,NA
WVN,Wilhelmshaven,DE
WWA,Wasilla,US
WTB,Toowoomba Wellcamp Airport,AU
WWP,Whale Pass,US
WWY,West Wyalong,AU
WTD,West End,BS
WYE,Yengema,SL
WTE,Wotje Island,MH
WTO,Wotho Island,MH
WUS,Wuyishan Airport,CN
WZQ,Urad Middle Banner,CN
WZY,Paradise Island Seaplane Base,BS
XAA,Yerevan Stadium,AM
XAL,Alamos,MX
XAP,Chapeco Airport,BR
XAY,Xayabury,LA
XBL,Buno Bedelle,ET
XBN,Biniguni,PG
XCH,Christmas Island Airport,CX
XBO,Boulsa,BF
XBR,Brockville,CA
XAU,Saul,GF
XAR,Aribinda,BF
XBW,Killineq,CA
XCM,Chatham,CA
XEN,Xingcheng,CN
XCN,Coron Airport,PH
XCO,Colac,AU
XCR,Chalons Vatry Airport,FR
